ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R11,Science,R152901,"Data model development for fire
related extreme events—An activity theory and semiotics approach",R156028
R11,Science,R152901,"Data model development for fire
related extreme events—An activity theory and semiotics approach",R155922
R11,Science,R152901,"Data model development for fire
related extreme events—An activity theory and semiotics approach",R153023
R11,Science,R152943,Synchronizing Crisis Responses after a Transgression: An Analysis of BP’s Enacted Crisis Response to the Deepwater Horizon Crisis in 2010.”,R153453
R11,Science,R152943,Synchronizing Crisis Responses after a Transgression: An Analysis of BP’s Enacted Crisis Response to the Deepwater Horizon Crisis in 2010.”,R153060
R11,Science,R152943,Synchronizing Crisis Responses after a Transgression: An Analysis of BP’s Enacted Crisis Response to the Deepwater Horizon Crisis in 2010.”,R152944
R11,Science,R152966,"Katrina Bloggers Activate!”: The Long-Term Effects of
Digital Media on Civic Participation*",R153473
R11,Science,R152966,"Katrina Bloggers Activate!”: The Long-Term Effects of
Digital Media on Civic Participation*",R152967
R11,Science,R152966,"Katrina Bloggers Activate!”: The Long-Term Effects of
Digital Media on Civic Participation*",R153080
R11,Science,R152964,Communication in the Face of a School Crisis: Examining the Volume and Content of Social Media Mentions during Active Shooter Incidents.”,R153079
R11,Science,R152964,Communication in the Face of a School Crisis: Examining the Volume and Content of Social Media Mentions during Active Shooter Incidents.”,R152965
R11,Science,R152964,Communication in the Face of a School Crisis: Examining the Volume and Content of Social Media Mentions during Active Shooter Incidents.”,R153472
R11,Science,R152934,All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic.”,R153553
R11,Science,R152934,All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic.”,R153052
R11,Science,R152934,All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic.”,R152935
R11,Science,R152934,All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic.”,R153865
R11,Science,R152934,All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic.”,R153666
R11,Science,R152934,All Crises Opportunities? A Comparison of How Corporate and Government Organizations Responded to the 2009 Flu Pandemic.”,R153445
R11,Science,R152950,Twitter’s Place in the Tussle: How Old Power Struggles Play Out on a New Stage.”,R153066
R11,Science,R152950,Twitter’s Place in the Tussle: How Old Power Struggles Play Out on a New Stage.”,R152951
R11,Science,R152950,Twitter’s Place in the Tussle: How Old Power Struggles Play Out on a New Stage.”,R153459
R11,Science,R152983,"University Use of Social Media and the Crisis Lifecycle: Organizational Messages, First Information Responders’ Reactions, Reframed Messages and Dissemination Patterns.”",R152984
R11,Science,R152983,"University Use of Social Media and the Crisis Lifecycle: Organizational Messages, First Information Responders’ Reactions, Reframed Messages and Dissemination Patterns.”",R153486
R11,Science,R152983,"University Use of Social Media and the Crisis Lifecycle: Organizational Messages, First Information Responders’ Reactions, Reframed Messages and Dissemination Patterns.”",R153093
R11,Science,R152976,"Just keep tweeting: Emergency responder’s
social media use before and during emergencies",R153480
R11,Science,R152976,"Just keep tweeting: Emergency responder’s
social media use before and during emergencies",R153087
R11,Science,R152976,"Just keep tweeting: Emergency responder’s
social media use before and during emergencies",R152977
R11,Science,R152972,"Social Media and Multinational Corporations’ Corporate
Social Responsibility in China: The Case of ConocoPhillips
Oil Spill Incident",R152973
R11,Science,R152972,"Social Media and Multinational Corporations’ Corporate
Social Responsibility in China: The Case of ConocoPhillips
Oil Spill Incident",R153478
R11,Science,R152972,"Social Media and Multinational Corporations’ Corporate
Social Responsibility in China: The Case of ConocoPhillips
Oil Spill Incident",R153085
R11,Science,R152974,"ICT-enabled community empowerment
in crisis response: Social media in Thailand flooding 2011.”",R152975
R11,Science,R152974,"ICT-enabled community empowerment
in crisis response: Social media in Thailand flooding 2011.”",R153479
R11,Science,R152974,"ICT-enabled community empowerment
in crisis response: Social media in Thailand flooding 2011.”",R153086
R11,Science,R152993,Citizens’ adaptive or avoiding behavioral response to an emergency message on their mobile phone,R153913
R11,Science,R152993,Citizens’ adaptive or avoiding behavioral response to an emergency message on their mobile phone,R153610
R11,Science,R152993,Citizens’ adaptive or avoiding behavioral response to an emergency message on their mobile phone,R152994
R11,Science,R152993,Citizens’ adaptive or avoiding behavioral response to an emergency message on their mobile phone,R153100
R11,Science,R152993,Citizens’ adaptive or avoiding behavioral response to an emergency message on their mobile phone,R153715
R11,Science,R152993,Citizens’ adaptive or avoiding behavioral response to an emergency message on their mobile phone,R153493
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R156000
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R156101
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R152990
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R153608
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R153911
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R153713
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R153491
R11,Science,R152989,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R153098
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R156001
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R153912
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R152992
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R153609
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R156102
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R153714
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R153099
R11,Science,R152991,Assessing Risk Following a Wireless Emergency Alert: Are 90 Characters Enough?,R153492
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R156105
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R153495
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R152998
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R153915
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R153612
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R156005
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R153102
R11,Science,R152997,Disaster Warnings in Your Pocket: How Audiences Interpret Mobile Alerts for an Unfamiliar Hazard,R153717
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R153716
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R152996
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R153494
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R156104
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R153611
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R156004
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R153914
R11,Science,R152995,Communicating with the Workforce during Emergencies: Developing an Employee Text Messaging Program in a Local Public Health Setting,R153101
R11,Science,R152999,"Evaluation of the early warning, alert and response system after Cyclone Winston, Fiji, 2016",R153718
R11,Science,R152999,"Evaluation of the early warning, alert and response system after Cyclone Winston, Fiji, 2016",R153916
R11,Science,R152999,"Evaluation of the early warning, alert and response system after Cyclone Winston, Fiji, 2016",R153103
